# PR-AUC: 0.1462753868722972
# Recall Precision
0.01 1.0
0.03 1.0
0.03 0.3
0.04 0.36363636363636365
0.04 0.2857142857142857
0.05 0.3333333333333333
0.06 0.375
0.06 0.35294117647058826
0.07 0.3888888888888889
0.07 0.3684210526315789
0.08 0.4
0.09 0.42857142857142855
0.09 0.36
0.1 0.38461538461538464
0.11 0.4074074074074074
0.11 0.3793103448275862
0.12 0.4
0.12 0.3870967741935484
0.13 0.40625
0.13 0.38235294117647056
0.14 0.4
0.15 0.4166666666666667
0.15 0.40540540540540543
0.16 0.42105263157894735
0.16 0.41025641025641024
0.17 0.425
0.17 0.3953488372093023
0.18 0.4090909090909091
0.18 0.4
0.19 0.41304347826086957
0.2 0.425531914893617
0.21 0.4375
0.21 0.42
0.22 0.43137254901960786
0.22 0.41509433962264153
0.23 0.42592592592592593
0.24 0.43636363636363634
0.24 0.42857142857142855
0.25 0.43859649122807015
0.26 0.4482758620689655
0.27 0.4576271186440678
0.28 0.4666666666666667
0.29 0.47540983606557374
0.3 0.4838709677419355
0.3 0.46153846153846156
0.31 0.4696969696969697
0.31 0.05950095969289827
0.32 0.06130268199233716
0.32 0.007582938388625593
0.41 0.009694963348309294
0.41 0.009030837004405287
0.42 0.009249064082801146
0.45 0.009903169014084508
0.45 0.009211873080859774
1.0 0.020242914979757085
1.0 0.0
