# Precision @ 14: 0.2857142857142857
###############################################################
# k Precision
1 1.0
3 1.0
4 0.75
5 0.8
6 0.6666666666666666
7 0.5714285714285714
8 0.5
9 0.4444444444444444
10 0.4
11 0.36363636363636365
12 0.3333333333333333
13 0.3076923076923077
14 0.2857142857142857
