# Precision @ 118: 0.1864406779661017
###############################################################
# k Precision
1 1.0
4 1.0
5 0.8
6 0.8333333333333334
7 0.7142857142857143
8 0.75
9 0.7777777777777778
10 0.8
11 0.8181818181818182
12 0.8333333333333334
13 0.7692307692307693
14 0.7142857142857143
15 0.6666666666666666
16 0.625
17 0.5882352941176471
18 0.5555555555555556
19 0.5789473684210527
20 0.6
21 0.5714285714285714
22 0.5454545454545454
23 0.5217391304347826
24 0.5416666666666666
25 0.52
26 0.5
27 0.48148148148148145
28 0.4642857142857143
29 0.4482758620689655
30 0.43333333333333335
31 0.41935483870967744
32 0.40625
33 0.3939393939393939
34 0.38235294117647056
35 0.37142857142857144
36 0.3611111111111111
37 0.35135135135135137
38 0.34210526315789475
39 0.3333333333333333
40 0.325
41 0.3170731707317073
42 0.30952380952380953
43 0.3023255813953488
44 0.29545454545454547
45 0.28888888888888886
46 0.30434782608695654
47 0.2978723404255319
48 0.2916666666666667
49 0.2857142857142857
50 0.28
51 0.27450980392156865
52 0.2692307692307692
53 0.2641509433962264
54 0.25925925925925924
55 0.2545454545454545
56 0.25
57 0.24561403508771928
58 0.2413793103448276
59 0.23728813559322035
60 0.23333333333333334
61 0.22950819672131148
62 0.22580645161290322
63 0.2222222222222222
64 0.21875
65 0.23076923076923078
66 0.22727272727272727
67 0.22388059701492538
68 0.22058823529411764
69 0.21739130434782608
70 0.22857142857142856
71 0.22535211267605634
72 0.2222222222222222
73 0.2191780821917808
74 0.21621621621621623
75 0.21333333333333335
76 0.21052631578947367
77 0.2077922077922078
78 0.21794871794871795
79 0.21518987341772153
80 0.2125
81 0.20987654320987653
82 0.21951219512195122
83 0.21686746987951808
84 0.21428571428571427
85 0.21176470588235294
86 0.20930232558139536
87 0.20689655172413793
88 0.20454545454545456
89 0.20224719101123595
90 0.2
91 0.1978021978021978
92 0.1956521739130435
93 0.1935483870967742
94 0.19148936170212766
95 0.18947368421052632
96 0.1875
97 0.18556701030927836
98 0.1836734693877551
99 0.18181818181818182
100 0.18
101 0.1782178217821782
102 0.17647058823529413
103 0.18446601941747573
104 0.18269230769230768
105 0.18095238095238095
106 0.18867924528301888
107 0.18691588785046728
108 0.18518518518518517
109 0.1834862385321101
110 0.18181818181818182
111 0.1891891891891892
112 0.1875
113 0.18584070796460178
114 0.19298245614035087
115 0.19130434782608696
116 0.1896551724137931
117 0.18803418803418803
118 0.1864406779661017
