# Precision @ 14: 0.35714285714285715
###############################################################
# k Precision
1 1.0
3 1.0
4 0.75
5 0.8
6 0.6666666666666666
7 0.5714285714285714
8 0.5
9 0.5555555555555556
10 0.5
11 0.45454545454545453
12 0.4166666666666667
13 0.38461538461538464
14 0.35714285714285715
