# Precision @ 20: 0.4
###############################################################
# k Precision
1 1.0
4 1.0
5 0.8
6 0.6666666666666666
7 0.5714285714285714
8 0.625
9 0.5555555555555556
10 0.6
11 0.5454545454545454
12 0.5
13 0.46153846153846156
14 0.42857142857142855
15 0.4
16 0.4375
17 0.4117647058823529
18 0.3888888888888889
19 0.3684210526315789
20 0.4
