# PR-AUC: 0.44261294540945845
# Recall Precision
0.0 0.0
0.1111111111111111 0.5
0.2222222222222222 0.6666666666666666
0.3333333333333333 0.75
0.4444444444444444 0.8
0.4444444444444444 0.4
0.5555555555555556 0.45454545454545453
0.5555555555555556 0.3125
0.6666666666666666 0.35294117647058826
0.6666666666666666 0.1935483870967742
0.7777777777777778 0.21875
0.7777777777777778 0.13725490196078433
0.8888888888888888 0.15384615384615385
0.8888888888888888 0.10666666666666667
1.0 0.11842105263157894
1.0 0.0
