# Precision @ 18: 0.3333333333333333
###############################################################
# k Precision
1 0.0
2 0.5
3 0.6666666666666666
4 0.75
5 0.8
6 0.6666666666666666
7 0.5714285714285714
8 0.5
9 0.4444444444444444
10 0.4
11 0.45454545454545453
12 0.4166666666666667
13 0.38461538461538464
14 0.35714285714285715
15 0.3333333333333333
16 0.3125
17 0.35294117647058826
18 0.3333333333333333
