# Precision @ 20: 0.5
###############################################################
# k Precision
1 1.0
6 1.0
7 0.8571428571428571
8 0.875
9 0.7777777777777778
10 0.7
11 0.7272727272727273
12 0.6666666666666666
13 0.6923076923076923
14 0.6428571428571429
15 0.6
16 0.625
17 0.5882352941176471
18 0.5555555555555556
19 0.5263157894736842
20 0.5
