# Precision @ 118: 0.2796610169491525
###############################################################
# k Precision
1 1.0
17 1.0
18 0.9444444444444444
19 0.8947368421052632
20 0.85
21 0.8095238095238095
22 0.7727272727272727
23 0.782608695652174
24 0.75
25 0.72
26 0.6923076923076923
27 0.6666666666666666
28 0.6428571428571429
29 0.6206896551724138
30 0.6333333333333333
31 0.6451612903225806
32 0.625
33 0.6363636363636364
34 0.6176470588235294
35 0.6
36 0.5833333333333334
37 0.5675675675675675
38 0.5526315789473685
39 0.5384615384615384
40 0.525
41 0.5121951219512195
42 0.5
43 0.4883720930232558
44 0.5
45 0.4888888888888889
46 0.4782608695652174
47 0.48936170212765956
48 0.4791666666666667
49 0.46938775510204084
50 0.46
51 0.45098039215686275
52 0.46153846153846156
53 0.4528301886792453
54 0.4444444444444444
55 0.43636363636363634
56 0.42857142857142855
57 0.43859649122807015
58 0.43103448275862066
59 0.4406779661016949
60 0.45
61 0.4426229508196721
62 0.43548387096774194
63 0.42857142857142855
64 0.421875
65 0.4153846153846154
66 0.4090909090909091
67 0.40298507462686567
68 0.39705882352941174
69 0.391304347826087
70 0.38571428571428573
71 0.38028169014084506
72 0.375
73 0.3698630136986301
74 0.36486486486486486
75 0.36
76 0.35526315789473684
77 0.35064935064935066
78 0.34615384615384615
79 0.34177215189873417
80 0.35
81 0.345679012345679
82 0.34146341463414637
83 0.3373493975903614
84 0.34523809523809523
85 0.3411764705882353
86 0.3372093023255814
87 0.3333333333333333
88 0.32954545454545453
89 0.3258426966292135
90 0.3333333333333333
91 0.32967032967032966
92 0.32608695652173914
93 0.3225806451612903
94 0.3191489361702128
95 0.3157894736842105
96 0.3125
97 0.30927835051546393
98 0.3163265306122449
99 0.31313131313131315
100 0.31
101 0.3069306930693069
102 0.30392156862745096
103 0.3106796116504854
104 0.3076923076923077
105 0.3047619047619048
106 0.3018867924528302
107 0.29906542056074764
108 0.2962962962962963
109 0.29357798165137616
110 0.2909090909090909
111 0.2882882882882883
112 0.2857142857142857
113 0.2831858407079646
114 0.2807017543859649
115 0.2782608695652174
116 0.27586206896551724
117 0.27350427350427353
118 0.2796610169491525
