# PR-AUC: 0.13185495164934682
# Recall Precision
0.01 1.0
0.01 0.3333333333333333
0.02 0.5
0.03 0.6
0.03 0.2
0.04 0.25
0.04 0.2222222222222222
0.05 0.2631578947368421
0.06 0.3
0.06 0.2857142857142857
0.07 0.3181818181818182
0.08 0.34782608695652173
0.08 0.32
0.09 0.34615384615384615
0.09 0.3103448275862069
0.1 0.3333333333333333
0.1 0.2127659574468085
0.11 0.22916666666666666
0.11 0.21568627450980393
0.12 0.23076923076923078
0.13 0.24528301886792453
0.13 0.24074074074074073
0.14 0.2545454545454545
0.14 0.25
0.15 0.2631578947368421
0.16 0.27586206896551724
0.17 0.288135593220339
0.18 0.3
0.18 0.29508196721311475
0.19 0.3064516129032258
0.2 0.31746031746031744
0.21 0.328125
0.22 0.3384615384615385
0.23 0.3484848484848485
0.24 0.3582089552238806
0.25 0.36764705882352944
0.26 0.37681159420289856
0.27 0.38571428571428573
0.28 0.39436619718309857
0.29 0.4027777777777778
0.3 0.410958904109589
0.3 0.38961038961038963
0.31 0.3974358974358974
0.31 0.3924050632911392
0.32 0.4
0.32 0.021813224267211998
0.34 0.02314499659632403
0.34 0.023113528212100613
0.36 0.024439918533604887
0.36 0.024226110363391656
0.6 0.039735099337748346
0.82 0.05352480417754569
0.91 0.05905256327060351
1.0 0.06451612903225806
1.0 0.0
