PR-AUC score 0.747625
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.001295, 0.083333
0.001295, 0.076923
0.001295, 0.071429
0.001295, 0.066667
0.001295, 0.062500
0.001295, 0.058824
0.001295, 0.055556
0.001295, 0.052632
0.002591, 0.100000
0.003886, 0.142857
0.005181, 0.181818
0.006477, 0.217391
0.006477, 0.208333
0.006477, 0.200000
0.006477, 0.192308
0.006477, 0.185185
0.006477, 0.178571
0.006477, 0.172414
0.006477, 0.166667
0.006477, 0.161290
0.006477, 0.156250
0.006477, 0.151515
0.006477, 0.147059
0.006477, 0.142857
0.006477, 0.138889
0.006477, 0.135135
0.006477, 0.131579
0.006477, 0.128205
0.006477, 0.125000
0.006477, 0.121951
0.006477, 0.119048
0.006477, 0.116279
0.006477, 0.113636
0.006477, 0.111111
0.007772, 0.130435
0.007772, 0.127660
0.007772, 0.125000
0.007772, 0.122449
0.007772, 0.120000
0.007772, 0.117647
0.007772, 0.115385
0.007772, 0.113208
0.007772, 0.111111
0.007772, 0.109091
0.007772, 0.107143
0.007772, 0.105263
0.007772, 0.103448
0.009067, 0.118644
0.009067, 0.116667
0.009067, 0.114754
0.009067, 0.112903
0.009067, 0.111111
0.009067, 0.109375
0.009067, 0.107692
0.010363, 0.121212
0.011658, 0.134328
0.012953, 0.147059
0.014249, 0.159420
0.015544, 0.171429
0.016839, 0.183099
0.018135, 0.194444
0.019430, 0.205479
0.020725, 0.216216
0.022021, 0.226667
0.023316, 0.236842
0.024611, 0.246753
0.025907, 0.256410
0.027202, 0.265823
0.028497, 0.275000
0.029793, 0.283951
0.031088, 0.292683
0.032383, 0.301205
0.033679, 0.309524
0.034974, 0.317647
0.036269, 0.325581
0.037565, 0.333333
0.038860, 0.340909
0.040155, 0.348315
0.041451, 0.355556
0.042746, 0.362637
0.044041, 0.369565
0.045337, 0.376344
0.046632, 0.382979
0.047927, 0.389474
0.049223, 0.395833
0.050518, 0.402062
0.051813, 0.408163
0.053109, 0.414141
0.054404, 0.420000
0.055699, 0.425743
0.056995, 0.431373
0.058290, 0.436893
0.059585, 0.442308
0.060881, 0.447619
0.062176, 0.452830
0.063472, 0.457944
0.064767, 0.462963
0.066062, 0.467890
0.067358, 0.472727
0.068653, 0.477477
0.069948, 0.482143
0.071244, 0.486726
0.072539, 0.491228
0.073834, 0.495652
0.075130, 0.500000
0.076425, 0.504274
0.077720, 0.508475
0.079016, 0.512605
0.080311, 0.516667
0.081606, 0.520661
0.082902, 0.524590
0.084197, 0.528455
0.085492, 0.532258
0.086788, 0.536000
0.088083, 0.539683
0.089378, 0.543307
0.090674, 0.546875
0.091969, 0.550388
0.093264, 0.553846
0.094560, 0.557252
0.095855, 0.560606
0.097150, 0.563910
0.098446, 0.567164
0.099741, 0.570370
0.101036, 0.573529
0.102332, 0.576642
0.103627, 0.579710
0.104922, 0.582734
0.106218, 0.585714
0.107513, 0.588652
0.108808, 0.591549
0.110104, 0.594406
0.111399, 0.597222
0.112694, 0.600000
0.113990, 0.602740
0.115285, 0.605442
0.116580, 0.608108
0.117876, 0.610738
0.119171, 0.613333
0.120466, 0.615894
0.121762, 0.618421
0.123057, 0.620915
0.124352, 0.623377
0.125648, 0.625806
0.126943, 0.628205
0.128238, 0.630573
0.129534, 0.632911
0.130829, 0.635220
0.132124, 0.637500
0.133420, 0.639752
0.134715, 0.641975
0.136010, 0.644172
0.137306, 0.646341
0.138601, 0.648485
0.139896, 0.650602
0.141192, 0.652695
0.142487, 0.654762
0.143782, 0.656805
0.145078, 0.658824
0.146373, 0.660819
0.147668, 0.662791
0.148964, 0.664740
0.150259, 0.666667
0.151554, 0.668571
0.152850, 0.670455
0.154145, 0.672316
0.155440, 0.674157
0.156736, 0.675978
0.158031, 0.677778
0.159326, 0.679558
0.160622, 0.681319
0.161917, 0.683060
0.163212, 0.684783
0.164508, 0.686486
0.165803, 0.688172
0.167098, 0.689840
0.168394, 0.691489
0.169689, 0.693122
0.170984, 0.694737
0.172280, 0.696335
0.173575, 0.697917
0.174870, 0.699482
0.176166, 0.701031
0.177461, 0.702564
0.178756, 0.704082
0.180052, 0.705584
0.181347, 0.707071
0.182642, 0.708543
0.183938, 0.710000
0.185233, 0.711443
0.186528, 0.712871
0.187824, 0.714286
0.189119, 0.715686
0.190415, 0.717073
0.191710, 0.718447
0.193005, 0.719807
0.193005, 0.716346
0.194301, 0.717703
0.195596, 0.719048
0.196891, 0.720379
0.198187, 0.721698
0.199482, 0.723005
0.200777, 0.724299
0.202073, 0.725581
0.203368, 0.726852
0.204663, 0.728111
0.205959, 0.729358
0.207254, 0.730594
0.208549, 0.731818
0.209845, 0.733032
0.211140, 0.734234
0.212435, 0.735426
0.213731, 0.736607
0.215026, 0.737778
0.216321, 0.738938
0.217617, 0.740088
0.218912, 0.741228
0.220207, 0.742358
0.221503, 0.743478
0.222798, 0.744589
0.224093, 0.745690
0.225389, 0.746781
0.226684, 0.747863
0.227979, 0.748936
0.229275, 0.750000
0.230570, 0.751055
0.231865, 0.752101
0.233161, 0.753138
0.234456, 0.754167
0.235751, 0.755187
0.237047, 0.756198
0.238342, 0.757202
0.239637, 0.758197
0.240933, 0.759184
0.242228, 0.760163
0.243523, 0.761134
0.244819, 0.762097
0.246114, 0.763052
0.247409, 0.764000
0.248705, 0.764940
0.250000, 0.765873
0.251295, 0.766798
0.252591, 0.767717
0.253886, 0.768627
0.255181, 0.769531
0.256477, 0.770428
0.257772, 0.771318
0.257772, 0.768340
0.259067, 0.769231
0.260363, 0.770115
0.261658, 0.770992
0.262953, 0.771863
0.264249, 0.772727
0.265544, 0.773585
0.266839, 0.774436
0.268135, 0.775281
0.269430, 0.776119
0.270725, 0.776952
0.272021, 0.777778
0.273316, 0.778598
0.274611, 0.779412
0.275907, 0.780220
0.277202, 0.781022
0.278497, 0.781818
0.279793, 0.782609
0.281088, 0.783394
0.282383, 0.784173
0.283679, 0.784946
0.284974, 0.785714
0.286269, 0.786477
0.287565, 0.787234
0.288860, 0.787986
0.290155, 0.788732
0.291451, 0.789474
0.292746, 0.790210
0.294041, 0.790941
0.295337, 0.791667
0.296632, 0.792388
0.297927, 0.793103
0.299223, 0.793814
0.300518, 0.794521
0.301813, 0.795222
0.303109, 0.795918
