# PR-AUC: 0.4483400303071829
# Recall Precision
0.01694915254237288 1.0
0.3220338983050847 1.0
0.3220338983050847 0.5757575757575758
0.3389830508474576 0.5882352941176471
0.3389830508474576 0.5263157894736842
0.3559322033898305 0.5384615384615384
0.3559322033898305 0.5121951219512195
0.3728813559322034 0.5238095238095238
0.3728813559322034 0.5
0.3898305084745763 0.5111111111111111
0.3898305084745763 0.4791666666666667
0.4067796610169492 0.4897959183673469
0.4067796610169492 0.4444444444444444
0.423728813559322 0.45454545454545453
0.423728813559322 0.3968253968253968
0.4406779661016949 0.40625
0.4406779661016949 0.4
0.4576271186440678 0.4090909090909091
0.4576271186440678 0.40298507462686567
0.4745762711864407 0.4117647058823529
0.4745762711864407 0.3835616438356164
0.4915254237288136 0.3918918918918919
0.4915254237288136 0.37662337662337664
0.5084745762711864 0.38461538461538464
0.5084745762711864 0.375
0.5254237288135594 0.38271604938271603
0.5254237288135594 0.33695652173913043
0.5423728813559322 0.34408602150537637
0.5423728813559322 0.3047619047619048
0.559322033898305 0.3113207547169811
0.559322033898305 0.2426470588235294
0.576271186440678 0.24817518248175183
0.576271186440678 0.19318181818181818
0.5932203389830508 0.1977401129943503
0.5932203389830508 0.18324607329842932
0.6101694915254238 0.1875
0.6101694915254238 0.14173228346456693
0.6271186440677966 0.1450980392156863
0.6271186440677966 0.13214285714285715
0.6440677966101694 0.13523131672597866
0.6440677966101694 0.08857808857808858
0.6610169491525424 0.09069767441860466
0.6610169491525424 0.08904109589041095
0.6779661016949152 0.09111617312072894
0.6779661016949152 0.08888888888888889
0.6949152542372882 0.09090909090909091
0.6949152542372882 0.0876068376068376
0.711864406779661 0.08955223880597014
0.711864406779661 0.08076923076923077
0.7288135593220338 0.08253358925143954
0.7288135593220338 0.08097928436911488
0.7457627118644068 0.08270676691729323
0.7457627118644068 0.06312769010043041
0.7627118644067796 0.06446991404011461
0.7627118644067796 0.06419400855920114
0.7796610169491526 0.06552706552706553
0.7796610169491526 0.04679552390640895
0.7966101694915254 0.047764227642276426
0.7966101694915254 0.04454976303317536
0.8135593220338984 0.045454545454545456
0.8135593220338984 0.03513909224011713
0.8305084745762712 0.03584491587417703
0.8305084745762712 0.026572668112798264
0.847457627118644 0.02710027100271003
0.847457627118644 0.026983270372369132
0.864406779661017 0.02750809061488673
0.864406779661017 0.027142096860031932
0.8813559322033898 0.027659574468085105
0.8813559322033898 0.026748971193415638
0.8983050847457628 0.02724935732647815
0.8983050847457628 0.024223034734917732
0.9152542372881356 0.02466879853814527
0.9152542372881356 0.022717711400925537
0.9322033898305084 0.023128679562657694
0.9322033898305084 0.022935779816513763
0.9491525423728814 0.02334305960817007
0.9491525423728814 0.0206794682422452
0.9661016949152542 0.021040974529346623
0.9661016949152542 0.020727272727272726
0.9830508474576272 0.021083242457288258
0.9830508474576272 0.020180932498260265
1.0 0.02052173913043478
1.0 0.0
