# Precision @ 18: 0.2222222222222222
###############################################################
# k Precision
1 1.0
2 1.0
3 0.6666666666666666
4 0.75
5 0.6
6 0.5
7 0.42857142857142855
8 0.375
9 0.3333333333333333
10 0.3
11 0.2727272727272727
12 0.3333333333333333
13 0.3076923076923077
14 0.2857142857142857
15 0.26666666666666666
16 0.25
17 0.23529411764705882
18 0.2222222222222222
